ad_budget,sales
37.454011884736246,99.50550039422232
95.07143064099162,239.68850309782036
73.1993941811405,188.9160932182063
59.86584841970366,134.78893190325022
15.601864044243651,41.80794123223401
15.599452033620265,47.56975579916812
5.8083612168199465,34.299843489465026
86.61761457749351,216.3613342609973
60.11150117432088,147.19381690687032
70.80725777960456,177.00057401316604
2.0584494295802447,19.300144750971352
96.99098521619943,250.7649741370954
83.24426408004217,207.81305816243503
21.233911067827616,63.21745200070261
18.182496720710063,51.42701729525556
18.34045098534338,60.537577368687344
30.42422429595377,74.0400298011109
52.475643163223786,132.91248644208179
43.194501864211574,109.06517312920737
29.122914019804192,63.1721355681893
61.18528947223795,160.92442645124063
13.949386065204184,42.484017884809354
29.214464853521815,78.08729670022915
36.63618432936917,94.24458948967145
45.606998421703594,104.86378863375484
78.51759613930136,197.08753712059982
19.967378215835975,51.49130037432224
51.42344384136116,125.53583691118672
59.24145688620425,151.49078509885052
4.645041271999773,20.653111748144816
60.75448519014384,175.7480719874649
17.052412368729154,49.376809050141276
6.505159298527952,23.83840215354752
94.88855372533332,241.47692515567164
96.56320330745594,227.22029611564943
80.83973481164611,206.8341982746231
30.46137691733707,81.75574439275294
9.767211400638388,54.05044962644883
68.42330265121569,174.134646980228
44.01524937396013,118.05359685823645
12.203823484477883,35.162441014142274
49.51769101112702,117.10744715162224
3.4388521115218396,25.025358423954806
90.9320402078782,239.84943084656325
25.87799816000169,77.6053148704347
66.2522284353982,161.5366965405481
31.171107608941096,96.95571213171372
52.00680211778108,120.9984946665299
54.67102793432797,147.54614077382263
18.485445552552704,73.11817013948155
96.95846277645586,237.49079368983277
77.51328233611146,193.12022854425092
93.9498941564189,240.87124904192368
89.48273504276489,223.67208106575023
59.78999788110851,138.96836039210996
92.18742350231169,236.1541885038395
8.84925020519195,16.500088375718825
19.59828624191452,58.73163991113812
4.522728891053807,7.112579885296485
32.53303307632643,101.83192674099148
38.8677289689482,94.33678949900813
27.134903177389592,69.61664278141723
82.87375091519293,220.31954946167903
35.67533266935893,81.87968850905777
28.093450968738075,77.50822676788648
54.26960831582485,153.7454483323864
14.092422497476264,24.156223898078384
80.21969807540397,207.39558377383298
7.455064367977082,26.23648886242694
98.68869366005173,259.53996286790243
77.22447692966574,185.69168521538353
19.87156815341724,41.47435425270034
0.5522117123602399,11.599944937069576
81.54614284548342,211.8352038460404
70.68573438476172,184.21926446536304
72.90071680409874,190.7162741052166
77.12703466859458,191.01733945570152
7.4044651734090365,25.833699905132626
35.84657285442726,97.54715686905496
11.586905952512971,26.823750701018753
86.31034258755935,239.43360158034594
62.329812682755794,165.56286091600734
33.08980248526492,75.81147124113582
6.355835028602364,27.455123657844208
31.09823217156622,72.99876372664232
32.518332202674706,94.16667654411128
72.96061783380641,198.98750037459007
63.75574713552131,156.18254465528616
88.72127425763266,236.43694693652486
47.22149251619493,127.18154055985231
11.959424593830171,43.11916308452032
71.3244787222995,202.27912663228824
76.07850486168974,192.74238099419563
56.127719756949624,137.78193774879918
77.0967179954561,188.84665069238503
49.379559636439076,120.29079624144332
52.27328293819941,134.9121902513575
42.75410183585496,115.29677433780384
2.541912674409519,14.121689679323987
10.789142699330444,40.24468923868635
